CELLS
0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 1
0 23 1
0 24 1
0 25 2
0 26 2
0 27 3
0 28 3
0 29 3
0 30 3
0 31 3
0 32 3
0 33 2
0 34 2
0 35 2
0 36 1
0 37 3
0 38 2
0 39 2
0 40 2
0 41 2
0 42 2
0 43 2
0 44 2
0 45 2
0 46 1
0 47 1
0 48 0
0 49 0
0 50 0
0 51 0
0 52 0
0 53 0
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0
0 59 0
0 60 0
0 61 -1
0 62 -4
0 63 -5
0 64 -5
0 65 -5
0 66 -5
0 67 -5
0 68 -4
0 69 -3
1 0 0
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 1
1 23 1
1 24 1
1 25 2
1 26 2
1 27 3
1 28 3
1 29 3
1 30 3
1 31 3
1 32 3
1 33 2
1 34 2
1 35 2
1 36 2
1 37 3
1 38 2
1 39 2
1 40 2
1 41 2
1 42 2
1 43 2
1 44 2
1 45 2
1 46 2
1 47 1
1 48 0
1 49 0
1 50 0
1 51 0
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0
1 59 0
1 60 -2
1 61 -4
1 62 -5
1 63 -6
1 64 -6
1 65 -6
1 66 -6
1 67 -5
1 68 -5
1 69 -4
2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
2 14 0
2 15 0
2 16 0
2 17 0
2 18 0
2 19 0
2 20 0
2 21 0
2 22 1
2 23 1
2 24 1
2 25 2
2 26 2
2 27 3
2 28 3
2 29 3
2 30 3
2 31 3
2 32 3
2 33 2
2 34 2
2 35 2
2 36 2
2 37 3
2 38 2
2 39 2
2 40 2
2 41 2
2 42 2
2 43 2
2 44 2
2 45 2
2 46 2
2 47 1
2 48 0
2 49 0
2 50 0
2 51 0
2 52 0
2 53 0
2 54 0
2 55 0
2 56 0
2 57 -1
2 58 -1
2 59 -4
2 60 -5
2 61 -6
2 62 -7
2 63 -8
2 64 -7
2 65 -7
2 66 -6
2 67 -6
2 68 -5
2 69 -5
3 0 0
3 1 0
3 2 0
3 3 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 16 0
3 17 0
3 18 0
3 19 0
3 20 0
3 21 0
3 22 2
3 23 2
3 24 2
3 25 3
3 26 3
3 27 5
3 28 5
3 29 4
3 30 4
3 31 4
3 32 4
3 33 3
3 34 2
3 35 2
3 36 2
3 37 3
3 38 2
3 39 2
3 40 2
3 41 2
3 42 2
3 43 2
3 44 2
3 45 2
3 46 2
3 47 1
3 48 0
3 49 0
3 50 0
3 51 0
3 52 0
3 53 0
3 54 0
3 55 0
3 56 -1
3 57 -1
3 58 -3
3 59 -4
3 60 -5
3 61 -6
3 62 -7
3 63 -8
3 64 -8
3 65 -7
3 66 -7
3 67 -6
3 68 -6
3 69 -5
4 0 0
4 1 0
4 2 0
4 3 0
4 4 0
4 5 0
4 6 0
4 7 0
4 8 0
4 9 0
4 10 0
4 11 0
4 12 0
4 13 0
4 14 0
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 20 1
4 21 2
4 22 3
4 23 3
4 24 3
4 25 4
4 26 5
4 27 5
4 28 5
4 29 5
4 30 4
4 31 4
4 32 5
4 33 4
4 34 4
4 35 3
4 36 3
4 37 4
4 38 3
4 39 2
4 40 2
4 41 2
4 42 2
4 43 2
4 44 2
4 45 2
4 46 2
4 47 1
4 48 0
4 49 0
4 50 0
4 51 0
4 52 -1
4 53 -1
4 54 -1
4 55 -3
4 56 -3
4 57 -4
4 58 -5
4 59 -5
4 60 -6
4 61 -7
4 62 -7
4 63 -8
4 64 -8
4 65 -8
4 66 -7
4 67 -7
4 68 -6
4 69 -5
5 0 0
5 1 0
5 2 0
5 3 0
5 4 0
5 5 0
5 6 0
5 7 0
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 16 0
5 17 0
5 18 0
5 19 1
5 20 2
5 21 2
5 22 3
5 23 3
5 24 3
5 25 4
5 26 5
5 27 6
5 28 5
5 29 5
5 30 5
5 31 5
5 32 5
5 33 4
5 34 4
5 35 3
5 36 3
5 37 4
5 38 3
5 39 3
5 40 2
5 41 2
5 42 2
5 43 2
5 44 2
5 45 2
5 46 2
5 47 1
5 48 0
5 49 0
5 50 0
5 51 -1
5 52 -1
5 53 -1
5 54 -2
5 55 -3
5 56 -3
5 57 -4
5 58 -5
5 59 -6
5 60 -6
5 61 -7
5 62 -8
5 63 -8
5 64 -8
5 65 -8
5 66 -7
5 67 -7
5 68 -6
5 69 -5
6 0 0
6 1 0
6 2 0
6 3 0
6 4 0
6 5 0
6 6 0
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0
6 14 0
6 15 0
6 16 0
6 17 0
6 18 1
6 19 1
6 20 2
6 21 2
6 22 3
6 23 3
6 24 3
6 25 4
6 26 4
6 27 5
6 28 6
6 29 5
6 30 6
6 31 6
6 32 6
6 33 5
6 34 4
6 35 4
6 36 4
6 37 3
6 38 3
6 39 3
6 40 3
6 41 2
6 42 2
6 43 2
6 44 2
6 45 2
6 46 2
6 47 0
6 48 0
6 49 0
6 50 -1
6 51 -1
6 52 -1
6 53 -3
6 54 -3
6 55 -4
6 56 -4
6 57 -5
6 58 -6
6 59 -7
6 60 -7
6 61 -7
6 62 -8
6 63 -8
6 64 -8
6 65 -8
6 66 -7
6 67 -7
6 68 -6
6 69 -5
7 0 0
7 1 0
7 2 0
7 3 0
7 4 0
7 5 0
7 6 0
7 7 0
7 8 0
7 9 0
7 10 0
7 11 0
7 12 1
7 13 1
7 14 1
7 15 1
7 16 1
7 17 1
7 18 2
7 19 1
7 20 2
7 21 2
7 22 2
7 23 3
7 24 3
7 25 4
7 26 4
7 27 4
7 28 4
7 29 5
7 30 7
7 31 6
7 32 5
7 33 5
7 34 5
7 35 5
7 36 3
7 37 3
7 38 3
7 39 3
7 40 3
7 41 2
7 42 2
7 43 2
7 44 2
7 45 2
7 46 1
7 47 -1
7 48 -1
7 49 -1
7 50 -3
7 51 -3
7 52 -4
7 53 -5
7 54 -4
7 55 -5
7 56 -5
7 57 -5
7 58 -6
7 59 -7
7 60 -8
7 61 -7
7 62 -7
7 63 -8
7 64 -7
7 65 -8
7 66 -7
7 67 -7
7 68 -6
7 69 -5
8 0 0
8 1 0
8 2 0
8 3 0
8 4 0
8 5 0
8 6 0
8 7 0
8 8 0
8 9 0
8 10 0
8 11 1
8 12 1
8 13 1
8 14 1
8 15 1
8 16 1
8 17 1
8 18 3
8 19 3
8 20 3
8 21 3
8 22 3
8 23 3
8 24 4
8 25 4
8 26 4
8 27 4
8 28 5
8 29 5
8 30 6
8 31 4
8 32 4
8 33 4
8 34 4
8 35 4
8 36 3
8 37 3
8 38 3
8 39 3
8 40 2
8 41 1
